Intrusions_Tabberabberan,MetamorphicFacies_Benambran,MetamorphicFacies_Esk,MetamorphicFacies_HunterBowen,MetamorphicFacies_Tabberabberan
Null,Greenschist facies,Null,Null,Greenschist facies
Yalgogrin Granite,Greenschist facies,Null,Null,Greenschist facies
Yalgogrin Granite,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Young Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Young Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Young Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Licking Gully Granite,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Mulgowrie Granite,Subgreenschist facies,Null,Null,Upper Greenschist
Binda Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Tumboramboro Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Yalgogrin Granite,Greenschist facies,Null,Null,Greenschist facies
Yalgogrin Granite,Greenschist facies,Null,Null,Greenschist facies
Wargin Granite,Greenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Young Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Young Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Young Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Upper Greenschist
Null,Greenschist facies,Null,Null,Greenschist facies
Reids Flat Granite,Subgreenschist facies,Null,Null,Greenschist facies
Reids Flat Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Tumboramboro Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Yalgogrin Granite,Greenschist facies,Null,Null,Greenschist facies
Karoora Granodiorite,Greenschist facies,Null,Null,Subgreenschist facies
Wargin Granite,Greenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Young Granodiorite,Upper Greenschist,Null,Null,Greenschist facies
Young Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Young Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Young Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Wyangala Granite,Subgreenschist facies,Null,Null,Amphibolite facies
Wyangala Granite,Subgreenschist facies,Null,Null,Greenschist facies
Reids Flat Granite,Subgreenschist facies,Null,Null,Greenschist facies
Yewrangara Granite,Subgreenschist facies,Null,Null,Greenschist facies
Blackmans Creek Granite,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Tumboramboro Granite,Subgreenschist facies,Null,Null,Amphibolite facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Buddigower Granite,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Upper Greenschist,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Young Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Crowther Monzodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Wyangala Granite,Subgreenschist facies,Null,Null,Greenschist facies
Wyangala Granite,Subgreenschist facies,Null,Null,Greenschist facies
Streamville Granodiorite,Subgreenschist facies,Null,Null,Upper Greenschist
Bigga Granite,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Amphibolite facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Tumboramboro Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Subgreenschist facies
Ungarie Granite,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Upper Greenschist,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Broula Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Wyangala Granite,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Subgreenschist facies
Ungarie Granite,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Caragabal Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Grenfell Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Cowra Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Wyangala Granite,Greenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Sunset Hills Granite,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Ungarie Granite,Greenschist facies,Null,Null,Greenschist facies
Ungarie Granite,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Upper Greenschist,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Cowra Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Upper Greenschist
Null,Greenschist facies,Null,Null,Upper Greenschist
Null,Greenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Ungarie Granite,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Milandra Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Carcoar Granodiorite,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Davies Creek Granite,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Clear Hills Monzodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Milandra Granite,Subgreenschist facies,Null,Null,Greenschist facies
Milandra Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Eugowra Granite,Subgreenschist facies,Null,Null,Greenschist facies
Eugowra Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Eugowra Granite,Subgreenschist facies,Null,Null,Greenschist facies
Lords Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Byong Volcanics,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Gumble Granite - porphyry,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Derriwong Group,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Gumble Granite,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Derriwong Group,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Cuga Burga Volcanics,Subgreenschist facies,Null,Null,Greenschist facies
Sorronto Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Yennora Granite,Subgreenschist facies,Null,Null,Greenschist facies
Naringla Granodiorite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Gobondery Granite,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Cuga Burga Volcanics,Subgreenschist facies,Null,Null,Greenschist facies
Yeoval Suite - microgranite,Subgreenschist facies,Null,Null,Greenschist facies
Cuga Burga Volcanics,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Upper Greenschist
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Subgreenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Greenschist facies,Null,Null,Greenschist facies
Null,Subgreenschist facies,Null,Null,Greenschist facies
